Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.06.13,01,,0.015,,0.10,0.06,0.000,,0.005
2022.06.13,07,0.07,0.022,5.5,0.12,0.07,0.001,0.01,0.012
2022.06.13,13,,,,,,,,
2022.06.13,19,,,,,,,,
2022.06.11,01,,0.012,,0.07,0.04,0.001,,0.003
2022.06.11,07,0.07,0.018,1.4,0.10,0.06,0.001,0.01,0.007
2022.06.11,13,,0.021,,0.18,0.11,0.002,,0.013
2022.06.11,19,0.08,0.020,1.9,0.21,0.13,0.001,0.01,0.015
2022.06.10,01,,0.016,,0.08,0.04,0.001,,0.004
2022.06.10,07,0.11,0.023,1.9,0.10,0.06,0.001,0.01,0.007
2022.06.10,13,,0.020,,0.20,0.12,0.001,,0.014
2022.06.10,19,0.08,0.027,3.4,0.23,0.14,0.001,0.02,0.017
2022.06.09,01,,0.013,,0.07,0.03,0.000,,0.003
2022.06.09,07,0.07,0.020,2.5,0.11,0.07,0.001,0.01,0.007
2022.06.09,13,,0.027,,0.18,0.11,0.002,,0.013
2022.06.09,19,0.08,0.024,2.6,0.25,0.15,0.001,0.02,0.016
2022.06.08,01,,0.016,,0.07,0.04,0.001,,0.004
2022.06.08,07,0.11,0.023,1.9,0.10,0.05,0.001,0.01,0.007
2022.06.08,13,,0.025,,0.19,0.11,0.002,,0.012
2022.06.08,19,0.08,0.022,2.6,0.22,0.13,0.001,0.02,0.014
2022.06.07,01,,0.015,,0.06,0.03,0.001,,0.005
2022.06.07,07,0.07,0.021,1.7,0.11,0.06,0.001,0.01,0.008
2022.06.07,13,,0.027,,0.17,0.10,0.002,,0.010
2022.06.07,19,0.08,0.025,2.4,0.20,0.12,0.001,0.02,0.013
