Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.12.24,01,,0.014,,0.06,0.000,,0.002
2021.12.24,07,0.013,,0.9,,0.001,0.036,0.004
2021.12.24,13,,,,,,,
2021.12.24,19,,,,,,,
2021.12.23,01,,0.015,,0.07,0.000,,0.001
2021.12.23,07,0.16,,0.6,,0.001,0.028,0.003
2021.12.23,13,,0.026,,0.19,0.001,,0.008
2021.12.23,19,0.16,,1.0,,0.001,0.092,0.006
2021.12.22,01,,0.014,,0.06,0.000,,0.002
2021.12.22,07,0.06,,0.8,,0.001,0.023,0.004
2021.12.22,13,,0.029,,0.17,0.001,,0.006
2021.12.22,19,0.16,,1.0,,0.001,0.084,0.005
2021.12.21,01,,0.016,,0.08,0.000,,0.002
2021.12.21,07,0.13,,0.5,,0.001,0.029,0.003
2021.12.21,13,,0.030,,0.13,0.002,,0.008
2021.12.21,19,0.06,,1.8,,0.001,0.076,0.005
2021.12.20,01,,0.014,,0.07,0.001,,0.002
2021.12.20,07,0.14,,1.2,,0.001,0.034,0.005
2021.12.20,13,,0.030,,0.17,0.001,,0.009
2021.12.20,19,0.17,,0.8,,0.001,0.081,0.006
2021.12.18,01,,0.014,,0.06,0.000,,0.003
2021.12.18,07,0.14,,0.8,,0.001,0.043,0.005
2021.12.18,13,,0.027,,0.13,0.001,,0.011
2021.12.18,19,0.17,,0.9,,0.001,0.092,0.010
