Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
16.06.2022,1,,0.005,,,0.002
16.06.2022,7,0.07,,0.7,0.09,0.006
16.06.2022,13,,0.025,,,0.012
16.06.2022,19,0.07,,2.0,0.16,0.008
17.06.2022,1,,0.013,,,0.002
17.06.2022,7,0.07,,1.3,0.08,0.004
17.06.2022,13,,0.028,,,0.012
17.06.2022,19,0.07,,1.9,0.15,0.008
18.06.2022,1,,0.013,,,0.002
18.06.2022,7,0.07,,1.2,0.07,0.005
18.06.2022,13,,0.021,,,0.010
18.06.2022,19,0.07,,1.8,0.13,0.004
20.06.2022,1,,0.017,,,0.003
20.06.2022,7,0.07,,1.3,0.07,0.006
