Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
12.07.2021,1,,0.005,,,0.002
12.07.2021,7,0.07,,1.1,0.08,0.006
12.07.2021,13,,0.017,,,0.008
12.07.2021,19,0.07,,2.0,0.16,0.005
13.07.2021,1,,0.005,,,0.001
13.07.2021,7,0.07,,1.0,0.06,0.003
13.07.2021,13,,0.014,,,0.009
13.07.2021,19,0.08,,1.5,0.13,0.008
14.07.2021,1,,0.003,,,0.003
14.07.2021,7,0.07,,1.4,0.07,0.006
14.07.2021,13,,0.017,,,0.010
14.07.2021,19,0.08,,2.6,0.17,0.009
15.07.2021,1,,0.005,,,0.002
15.07.2021,7,0.07,,1.4,0.08,0.004
