Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
11.01.2021,1,,0.077,,,0.001
11.01.2021,7,0.07,,0.7,0.12,0.004
11.01.2021,13,,0.160,,,0.005
11.01.2021,19,0.07,,1.6,0.17,0.003
12.01.2021,1,,0.071,,,0.002
12.01.2021,7,0.07,,1.0,0.09,0.003
12.01.2021,13,,0.181,,,0.006
12.01.2021,19,0.07,,0.7,0.20,0.004
13.01.2021,1,,0.081,,,0.002
13.01.2021,7,0.07,,0.6,0.11,0.005
13.01.2021,13,,0.15,,,0.007
13.01.2021,19,0.07,,0.9,0.18,0.005
14.01.2021,1,,0.075,,,0.001
14.01.2021,7,0.07,,0.5,0.09,0.002
