Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
24.06.2022,1,,0.008,,,0.003
24.06.2022,7,0.07,,1.4,0.07,0.006
24.06.2022,13,,0.018,,,0.013
24.06.2022,19,0.07,,1.9,0.13,0.010
25.06.2022,1,,0.010,,,0.002
25.06.2022,7,0.07,,1.5,0.08,0.006
25.06.2022,13,,0.015,,,0.014
25.06.2022,19,0.07,,1.9,0.17,0.010
27.06.2022,1,,0.008,,,0.003
27.06.2022,7,0.07,,1.6,0.07,0.007
27.06.2022,13,,0.015,,,0.013
27.06.2022,19,0.08,,2.0,0.14,0.009
28.06.2022,1,,0.008,,,0.002
28.06.2022,7,0.07,,1.8,0.07,0.004
28.06.2022,13,,0.017,,,0.011
28.06.2022,19,0.08,,1.9,0.13,0.009
29.06.2022,1,,0.007,,,0.003
29.06.2022,7,0.07,,1.5,0.05,0.005
29.06.2022,13,,0.015,,,0.012
29.06.2022,19,0.07,,1.6,0.15,0.007
30.06.2022,1,,0.008,,,0.008
30.06.2022,7,0.07,,1.7,0.07,0.003
