Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.07.19,01,,0.007,,0.11,0.000,,0.004
2021.07.19,07,0.18,,2.4,,0.001,0.079,0.008
2021.07.19,13,,,,,,,
2021.07.19,19,,,,,,,
2021.07.17,01,,0.007,,0.09,0.000,,0.005
2021.07.17,07,0.11,,2.0,,0.001,0.059,0.009
2021.07.17,13,,0.020,,0.23,0.002,,0.016
2021.07.17,19,0.18,,2.5,,0.002,0.126,0.014
2021.07.16,01,,0.005,,0.11,0.000,,0.006
2021.07.16,07,0.19,,2.6,,0.001,0.074,0.008
2021.07.16,13,,0.020,,0.25,0.002,,0.018
2021.07.16,19,0.19,,4.6,,0.002,0.153,0.014
2021.07.15,01,,0.007,,0.09,0.000,,0.005
2021.07.15,07,0.18,,3.2,,0.001,0.069,0.008
2021.07.15,13,,0.020,,0.21,0.002,,0.017
2021.07.15,19,0.19,,3.7,,0.002,0.144,0.014
2021.07.14,01,,0.005,,0.07,0.000,,0.004
2021.07.14,07,0.18,,3.0,,0.001,0.075,0.006
2021.07.14,13,,0.022,,0.22,0.002,,0.015
2021.07.14,19,0.19,,4.4,,0.002,0.142,0.013
2021.07.13,01,,0.007,,0.08,0.000,,0.003
2021.07.13,07,0.18,,2.8,,0.001,0.070,0.007
2021.07.13,13,,0.020,,0.25,0.002,,0.012
2021.07.13,19,0.19,,4.2,,0.001,0.145,0.014
