Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
02.09.2021,1,,0.002,,,0.001
02.09.2021,7,0.07,,1.1,0.07,0.002
02.09.2021,13,,0.016,,,0.008
02.08.2021,19,0.07,,1.8,0.17,0.006
03.09.2021,1,,0.003,,,0.002
03.09.2021,7,0.07,,0.4,0.07,0.004
03.09.2021,13,,0.016,,,0.007
03.09.2021,19,0.07,,0.9,0.14,0.005
04.09.2021,1,,0.002,,,0.002
04.09.2021,7,0.07,,0.9,0.05,0.003
04.09.2021,13,,0.013,,,0.007
04.09.2021,19,0.07,,1.1,0.15,0.006
06.09.2021,1,,0.002,,,0.001
06.09.2021,7,0.07,,1.0,0.07,0.003
