Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
12.08.2021,1,,0.003,,,0.003
12.08.2021,7,0.07,,1.1,0.09,0.005
12.08.2021,13,,0.015,,,0.010
12.08.2021,19,0.07,,3.2,0.24,0.008
13.08.2021,1,,0.003,,,0.002
13.08.2021,7,0.07,,1.3,0.06,0.004
13.08.2021,13,,0.016,,,0.012
13.08.2021,19,0.07,,2.5,0.17,0.011
14.08.2021,1,,0.003,,,0.002
14.08.2021,7,0.07,,1.7,0.08,0.007
14.08.2021,13,,0.017,,,0.013
14.08.2021,19,0.07,,1.7,0.22,0.012
16.08.2021,1,,0.003,,,0.002
16.08.2021,7,0.07,,1.1,0.10,0.006
