Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
30.09.2021,1,,0.002,,0.00,0.000
30.09.2021,7,0.07,0.003,0.2,0.00,0.001
30.09.2021,13,,0.006,,0.01,0.003
30.09.2021,19,0.07,0.005,0.5,0.01,0.005
01.10.2021,1,,0.000,,0.00,0.001
01.10.2021,7,0.07,0.003,0.2,0.01,0.000
01.10.2021,13,,0.006,,0.02,0.004
01.10.2021,19,0.07,0.008,0.6,0.02,0.006
02.10.2021,1,,0.002,,0.00,0.000
02.10.2021,7,0.07,0.003,0.2,0.00,0.002
02.10.2021,13,,0.006,,0.01,0.003
02.10.2021,19,0.07,0.005,0.5,0.02,0.005
04.10.2021,1,,0.000,,0.00,0.001
04.10.2021,7,0.07,0.003,0.2,0.01,0.002
