Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
04.11.2021,1,,0.017,,,0.001
04.11.2021,7,0.07,,1.2,0.06,0.004
04.11.2021,13,,0.020,,,0.010
04.11.2021,19,0.07,,1.7,0.16,0.008
05.11.2021,1,,0.017,,,0.002
05.11.2021,7,0.07,,1.2,0.07,0.003
05.11.2021,13,,0.028,,,0.011
05.11.2021,19,0.07,,1.7,0.14,0.009
06.11.2021,1,,0.014,,,0.002
06.11.2021,7,0.06,,1.1,0.06,0.004
06.11.2021,13,,0.020,,,0.008
06.11.2021,19,0.07,,1.3,0.11,0.006
08.11.2021,1,,0.011,,,0.002
08.11.2021,7,0.07,,1.1,0.06,0.005
