Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
01.09.2022,1,,0.002,,0.01,0.001
01.09.2022,7,0.07,0.005,0.6,0.01,0.002
01.09.2022,13,,0.010,,0.01,0.006
01.09.2022,19,0.07,0.008,1.1,0.02,0.004
02.09.2022,1,,0.003,,0.00,0.000
02.09.2022,7,0.07,0.008,1.6,0.01,0.002
02.09.2022,13,,0.048,,0.02,0.008
02.09.2022,19,0.07,0.057,1.2,0.03,0.007
03.09.2022,1,,0.027,,0.00,0.004
03.09.2022,7,0.07,0.059,0.9,0.01,0.006
03.09.2022,13,,0.066,,0.02,0.007
03.09.2022,19,0.07,0.058,1.0,0.01,0.006
05.09.2022,1,,0.024,,0.01,0.006
05.09.2022,7,0.07,0.040,1.6,0.01,0.006
