Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.06.23,01,,0.008,,0.10,0.06,0.001,,0.005
2021.06.23,07,0.11,0.023,3.1,0.11,0.07,0.001,0.01,0.007
2021.06.23,13,,,,,,,,
2021.06.23,19,,,,,,,,
2021.06.22,01,,0.008,,0.08,0.05,0.000,,0.004
2021.06.22,07,0.11,0.018,1.9,0.09,0.06,0.001,0.01,0.006
2021.06.22,13,,0.022,,0.25,0.16,0.002,,0.013
2021.06.22,19,0.19,0.020,4.1,0.44,0.28,0.002,0.01,0.015
2021.06.19,01,,0.007,,0.08,0.05,0.000,,0.005
2021.06.19,07,0.07,0.016,1.0,0.10,0.06,0.001,0.00,0.006
2021.06.19,13,,0.018,,0.13,0.08,0.002,,0.013
2021.06.19,19,0.11,0.013,2.8,0.16,0.10,0.001,0.01,0.012
2021.06.18,01,,0.010,,0.08,0.05,0.000,,0.004
2021.06.18,07,0.11,0.018,2.4,0.11,0.07,0.001,0.00,0.007
2021.06.18,13,,0.023,,0.16,0.10,0.002,,0.013
2021.06.18,19,0.07,0.025,3.1,0.19,0.12,0.001,0.01,0.013
2021.06.17,01,,0.010,,0.11,0.07,0.000,,0.003
2021.06.17,07,0.11,0.018,2.7,0.13,0.08,0.001,0.01,0.004
2021.06.17,13,,0.023,,0.17,0.11,0.001,,0.014
2021.06.17,19,0.07,0.020,3.1,0.20,0.12,0.001,0.01,0.013
