Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.02.09,01,,0.008,,0.07,0.04,0.000,,0.002
2022.02.09,07,0.10,0.012,1.0,0.09,0.05,0.001,0.00,0.006
2022.02.09,13,,,,,,,,
2022.02.09,19,,,,,,,,
2022.02.08,01,,0.011,,0.06,0.03,0.000,,0.002
2022.02.08,07,0.07,0.016,1.3,0.10,0.06,0.001,0.01,0.005
2022.02.08,13,,0.019,,0.16,0.09,0.002,,0.011
2022.02.08,19,0.07,0.028,1.7,0.19,0.12,0.001,0.01,0.009
2022.02.07,01,,0.009,,0.06,0.03,0.000,,0.003
2022.02.07,07,0.07,0.014,0.9,0.04,0.00,0.001,0.01,0.004
2022.02.07,13,,0.020,,0.11,0.07,0.001,,0.012
2022.02.07,19,0.10,0.025,2.3,0.16,0.09,0.001,0.01,0.010
2022.02.05,01,,0.012,,0.05,0.02,0.000,,0.002
2022.02.05,07,0.07,0.009,1.1,0.06,0.03,0.001,0.01,0.005
2022.02.05,13,,0.016,,0.13,0.08,0.001,,0.009
2022.02.05,19,0.10,0.019,1.2,0.19,0.12,0.001,0.01,0.008
2022.02.04,01,,0.014,,0.06,0.03,0.000,,0.003
2022.02.04,07,0.07,0.022,1.2,0.09,0.06,0.001,0.01,0.005
2022.02.04,13,,0.025,,0.14,0.08,0.001,,0.011
2022.02.04,19,0.07,0.19,2.1,0.18,0.11,0.001,0.01,0.008
2022.02.03,01,,0.012,,0.07,0.04,0.000,,0.004
2022.02.03,07,0.07,0.022,1.5,0.11,0.06,0.001,0.01,0.005
2022.02.03,13,,0.028,,0.17,0.09,0.001,,0.009
2022.02.03,19,0.07,0.027,1.8,0.22,0.14,0.001,0.01,0.009
