Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
13.01.2022,1,,0.011,,,0.000
13.01.2022,7,0.06,,0.7,0.06,0.001
13.01.2022,13,,0.025,,,0.005
13.01.2022,19,0.07,,1.3,0.17,0.004
14.01.2022,1,,0.008,,,0.002
14.01.2022,7,0.07,,1.1,0.05,0.003
14.01.2022,13,,0.022,,,0.006
14.01.2022,19,0.07,,1.1,0.16,0.005
15.01.2022,1,,0.011,,,0.001
15.01.2022,7,0.07,,0.8,0.04,0.002
15.01.2022,13,,0.025,,,0.008
15.01.2021,19,0.07,,0.8,0.13,0.005
17.01.2022,1,,0.011,,,0.001
17.01.2022,7,0.07,,0.6,0.07,0.004
