Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
20.01.2022,1,,0.008,,0.01,0.000
20.01.2022,7,0.07,0.012,0.2,0.01,0.002
20.01.2022,13,,0.016,,0.02,0.005
20.01.2022,19,0.07,0.014,0.3,0.01,0.004
21.01.2022,1,,0.009,,0.00,0.001
21.01.2022,7,0.07,0.014,0.2,0.01,0.002
21.01.2022,13,,0.016,,0.02,0.003
21.01.2022,19,0.07,0.014,0.5,0.02,0.002
22.01.2022,1,,0.001,,0.00,0.000
22.01.2022,7,0.07,0.02,0.2,0.01,0.001
22.01.2022,13,,0.016,,0.02,0.005
22.01.2022,19,0.07,0.014,0.4,0.02,0.004
24.01.2022,1,,0.008,,0.00,0.001
24.01.2022,7,0.07,0.014,0.2,0.01,0.002
24.01.2022,13,,0.018,,0.02,0.003
24.01.2022,19,0.10,0.015,0.5,0.01,0.002
25.01.2022,1,,0.011,,0.00,0.000
25.01.2022,7,0.07,0.015,0.3,0.01,0.001
