Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2020.12.24,01,,0.051,,0.08,0.04,0.000,,0.002
2020.12.24,07,0.10,0.057,1.0,0.11,0.06,0.001,0.01,0.005
2020.12.24,13,,,,,,,,
2020.12.24,19,,,,,,,,
2020.12.23,01,,0.071,,0.07,0.04,0.000,,0.002
2020.12.23,07,0.10,0.079,1.2,0.10,0.06,0.001,0.01,0.004
2020.12.23,13,,0.131,,0.17,0.10,0.002,,0.009
2020.12.23,19,0.10,0.179,1.4,0.22,0.13,0.002,0.001,0.008
2020.12.22,01,,0.064,,0.06,0.03,0.000,,0.002
2020.12.22,07,0.13,0.070,1.4,0.08,0.05,0.001,0.01,0.005
2020.12.22,13,,0.154,,0.15,0.09,0.002,,0.009
2020.12.22,19,0.17,0.216,1.7,0.20,0.12,0.002,0.01,0.007
2020.12.21,01,,0.059,,0.08,0.05,0.001,,0.002
2020.12.21,07,0.13,0.066,1.2,0.10,0.06,0.001,0.01,0.005
2020.12.21,13,,0.162,,0.14,0.09,0.003,,0.009
2020.12.21,19,0.07,0.196,2.0,0.31,0.19,0.002,0.01,0.008
2020.12.19,01,,0.052,,0.07,0.04,0.000,,0.003
2020.12.19,07,0.07,0.059,1.5,0.11,0.06,0.001,0.01,0.006
2020.12.19,13,,0.133,,0.14,0.09,0.003,,0.009
2020.12.19,19,0.17,0.168,1.6,0.17,0.11,0.003,0.01,0.008
2020.12.18,01,,0.070,,0.08,0.05,0.001,,0.002
2020.12.18,07,0.07,0.074,2.1,0.14,0.09,0.001,0.01,0.005
2020.12.18,13,,0.168,,0.12,0.07,0.003,,0.010
2020.12.18,19,0.10,0.207,1.2,0.23,0.14,0.002,0.01,0.008
2020.12.17,01,,0.056,,0.08,0.04,0.000,,0.002
2020.12.17,07,0.07,0.065,1.0,0.12,0.07,0.001,0.01,0.005
2020.12.17,13,,0.147,,0.14,0.09,0.002,,0.008
2020.12.17,19,0.10,0.156,2.6,0.18,0.11,0.002,0.01,0.007
