Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2022.07.18,01,,0.005,,0.07,0.000,,0.004
2022.07.18,07,0.11,,0.7,,0.001,0.041,0.006
2022.07.18,13,,,,,,,
2022.07.18,19,,,,,,,
2022.07.16,01,,0.005,,0.09,0.000,,0.003
2022.07.16,07,0.11,,0.5,,0.001,0.055,0.007
2022.07.16,13,,0.012,,0.13,0.001,,0.013
2022.07.16,19,0.18,,0.9,,0.001,0.092,0.010
2022.07.15,01,,,,,,,
2022.07.15,07,,,0.5,,,,
2022.07.15,13,,,,,,,
2022.07.15,19,0.15,,0.8,,0.001,0.084,0.008
2022.07.14,01,,,,,,,
2022.07.14,07,,,0.5,,,,
2022.07.14,13,,,,,,,
2022.07.14,19,,,0.6,,,,
2022.07.13,01,,,,,,,
2022.07.13,07,,,1.6,,,,
2022.07.13,13,,,,,,,
2022.07.13,19,,,0.8,,,,
2022.07.12,01,,,,,,,
2022.07.12,07,,,1.9,,,,
2022.07.12,13,,,,,,,
2022.07.12,19,,,2.1,,,,
