Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
11.05.2021,1,,0.006,,,0.002
11.05.2021,7,0.10,,0.9,0.11,0.005
11.05.2021,13,,0.016,,,0.005
12.05.2021,19,0.07,,0.9,0.14,0.003
13.05.2021,1,,0.003,,,0.002
13.05.2021,7,0.07,,0.4,0.10,0.005
13.05.2021,13,,0.015,,,0.009
13.05.2021,19,0.07,,1.0,0.13,0.007
14.05.2021,1,,0.003,,,0.001
14.05.2021,7,0.07,,0.7,0.10,0.003
14.05.2021,13,,0.016,,,0.005
14.05.2021,19,0.07,,1.5,0.16,0.004
15.05.2021,1,,0.003,,,0.002
15.05.2021,7,0.07,,0.5,0.05,0.004
15.05.2021,13,,0.015,,,0.006
15.05.2021,19,0.07,,0.7,0.12,0.005
17.05.2021,1,,0.002,,,0.002
17.05.2021,7,0.07,,0.6,0.06,0.005
