Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.08.26,01,,0.005,,0.09,0.000,,0.003
2021.08.26,07,0.11,,1.1,,0.001,0.037,0.006
2021.08.26,13,,,,,,,
2021.08.26,19,,,,,,,
2021.08.25,01,,0.005,,0.10,0.000,,0.004
2021.08.25,07,0.11,,1.1,,0.001,0.043,0.007
2021.08.25,13,,0.020,,0.22,0.001,,0.013
2021.08.25,19,0.15,,1.9,,0.001,0.111,0.009
2021.08.23,01,,0.005,,0.16,0.001,,0.006
2021.08.23,07,0.15,,2.1,,0.001,0.055,0.008
2021.08.23,13,,0.020,,0.42,0.002,,0.014
2021.08.23,19,0.11,,3.21,,0.003,0.123,0.012
2021.08.21,01,,0.005,,0.15,0.001,,0.005
2021.08.21,07,0.18,,1.7,,0.001,0.062,0.009
2021.08.21,13,,0.020,,0.34,0.002,,0.017
2021.08.21,19,0.19,,2.1,,0.002,0.137,0.015
2021.08.20,01,,0.005,,0.09,0.000,,0.004
2021.08.20,07,0.11,,1.5,,0.001,0.045,0.010
2021.08.20,13,,0.022,,0.27,0.001,,0.018
2021.08.20,19,0.15,,3.3,,0.02,0.119,0.016
