Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.10.25,01,,0.032,,0.12,0.07,0.000,,0.002
2021.10.25,07,0.10,0.048,1.4,0.14,0.08,0.001,0.01,0.005
2021.10.25,13,,,,,,,,
2021.10.25,19,,,,,,,,
2021.10.23,01,,0.013,,0.10,0.06,0.000,,0.002
2021.10.23,07,0.07,0.016,1.4,0.11,0.07,0.001,0.00,0.003
2021.10.23,13,,0.076,,0.17,0.11,0.001,,0.010
2021.10.23,19,0.11,0.062,1.8,0.24,0.15,0.001,0.01,0.007
2021.10.22,01,,0.015,,0.15,0.09,0.001,,0.002
2021.10.22,07,0.07,0.018,1.6,0.18,0.11,0.001,0.01,0.007
2021.10.22,13,,0.034,,0.23,0.14,0.002,,0.011
2021.10.22,19,0.07,0.031,1.9,0.27,0.17,0.002,0.02,0.008
2021.10.21,01,,0.010,,0.07,0.03,0.001,,0.003
2021.10.21,07,0.07,0.014,1.5,0.10,0.05,0.001,0.01,0.006
2021.10.21,13,,0.031,,0.25,0.15,0.002,,0.012
2021.10.21,19,0.11,0.034,2.4,0.31,0.19,0.001`,0.02,0.009
2021.10.20,01,,0.008,,0.05,0.03,0.000,,0.002
2021.10.20,07,0.07,0.015,1.3,0.08,0.05,0.001,0.00,0.004
2021.10.20,13,,0.024,,0.15,0.09,0.001,,0.013
2021.10.20,19,0.07,0.019,2.0,0.19,0.12,0.001,0.01,0.010
2021.10.19,01,,0.006,,0.07,0.04,0.000,,0.002
2021.10.19,07,0.11,0.017,1.5,0.10,0.06,0.001,0.01,0.003
2021.10.19,13,,0.022,,0.12,0.07,0.001,,0.009
2021.10.19,19,0.10,0.017,2.1,0.20,0.13,0.001,0.01,0.007
