Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
13.06.2022,1,,0.015,,,0.003
13.06.2022,7,0.07,,1.9,0.09,0.005
13.06.2022,13,,0.023,,,0.013
13.06.2022,19,0.07,,1.1,0.13,0.010
14.06.2022,1,,0.010,,,0.002
14.06.2022,7,0.07,,0.9,0.10,0.004
14.06.2022,13,,0.016,,,0.008
14.06.2022,19,0.07,,0.8,0.15,0.003
15.06.2022,1,,0.008,,,0.001
15.06.2022,7,0.07,,1.1,0.08,0.003
15.06.2022,13,,0.020,,,0.007
15.06.2022,19,0.07,,1.3,0.14,0.004
16.06.2022,1,,0.005,,,0.002
16.06.2022,7,0.07,,0.7,0.09,0.006
