Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2020.12.16,01,,0.063,,0.05,0.03,0.000,,0.002
2020.12.16,07,0.10,0.069,1.5,0.09,0.05,0.001,0.01,0.005
2020.12.16,13,,,,,,,,
2020.12.16,19,,,,,,,,
2020.12.15,01,,0.056,,0.06,0.03,0.001,,0.002
2020.12.15,07,0.07,0.066,1.3,0.08,0.05,0.001,0.01,0.005
2020.12.15,13,,0.152,,0.12,0.07,0.003,,0.008
2020.12.15,19,0.14,0.204,2.5,0.16,0.10,0.002,0.01,0.006
2020.12.14,01,,0.050,,0.05,0.03,0.000,,0.002
2020.12.14,07,0.10,0.059,1.2,0.07,0.05,0.001,0.01,0.004
2020.12.14,13,,0.140,,0.10,0.06,0.002,,0.008
2020.12.14,19,0.17,0.194,2.4,0.13,0.08,0.002,0.01,0.007
2020.12.12,01,,0.044,,0.06,0.04,0.000,,0.002
2020.12.12,07,0.07,0.050,0.9,0.09,0.06,0.000,0.01,0.003
2020.12.12,13,,0.135,,0.14,0.09,0.002,,0.005
2020.12.12,19,0.10,0.146,1.6,0.19,0.11,0.001,0.01,0.004
2020.12.11,01,,0.045,,0.08,0.04,0.000,,0.001
2020.12.11,07,0.10,0.059,0.9,0.11,0.06,0.001,0.01,0.004
2020.12.11,13,,0.109,,0.13,0.08,0.001,,0.008
2020.12.11,19,0.07,0.154,1.0,0.15,0.10,0.001,0.01,0.006
2020.12.10,01,,0.052,,0.04,0.03,0.000,,0.002
2020.12.10,07,0.09,0.063,1.6,0.09,0.05,0.000,0.01,0.005
2020.12.10,13,,0.139,,0.15,0.09,0.002,,0.007
2020.12.10,19,0.1,0.158,1.2,0.18,0.11,0.001,0.01,0.005
