Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.07.13,01,,0.005,,0.04,0.03,0.000,,0.003
2022.07.13,07,0.14,0.011,1.7,0.05,0.03,0.000,0.01,0.006
2022.07.13,13,,,,,,,,
2022.07.13,19,,,,,,,,
2022.07.12,01,,0.007,,0.05,0.03,0.000,,0.005
2022.07.12,07,0.11,0.013,1.9,0.06,0.04,0.001,0.01,0.001
2022.07.12,13,,0.013,,0.08,0.05,0.001,,0.011
2022.07.12,19,0.07,0.011,1.9,0.08,0.05,0.001,0.01,0.008
2022.07.11,01,,0.007,,0.03,0.02,0.000,,0.003
2022.07.11,07,0.11,0.012,3.2,0.05,0.03,0.001,0.01,0.006
2022.07.11,13,,0.017,,0.07,0.04,0.001,,0.013
2022.07.11,19,0.07,0.015,2.7,0.10,0.06,0.001,0.01,0.011
2022.07.09,01,,0.005,,0.04,0.03,0.000,,0.004
2022.07.09,07,0.07,0.013,1.9,0.06,0.04,0.001,0.01,0.007
2022.07.09,13,,0.013,,0.08,0.05,0.001,,0.011
2022.07.09,19,0.11,0.011,2.1,0.10,0.06,0.001,0.02,0.017
2022.07.08,01,,0.007,,0.05,0.03,0.000,,0.002
2022.07.08,07,0.11,0.013,1.8,0.06,0.04,0.001,0.01,0.007
2022.07.08,13,,0.016,,0.09,0.05,0.001,,0.015
2022.07.08,19,0.07,0.015,2.6,0.11,0.07,0.001,0.02,0.011
2022.07.07,01,,0.007,,0.04,0.03,0.000,,0.003
2022.07.07,07,0.11,0.015,1.8,0.07,0.04,0.001,0.01,0.007
2022.07.07,13,,0.016,,0.10,0.06,0.001,,0.014
2022.07.07,19,0.07,0.015,2.3,0.16,0.10,0.001,0.02,0.009
