Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.08.29,01,,0.007,,0.07,0.03,0.000,0.00,0.006
2022.08.29,07,0.07,0.010,0.7,0.08,0.05,0.001,0.01,0.009
2022.08.29,13,,,,,,,,
2022.08.29,19,,,,,,,,
2022.08.27,01,,0.005,,0.07,0.04,0.000,,0.003
2022.08.27,07,0.07,0.008,1.2,0.09,0.05,0.001,0.01,0.008
2022.08.27,13,,0.013,,0.13,0.07,0.001,,0.019
2022.08.27,19,0.11,0.012,1.4,0.19,0.11,0.001,0.01,0.015
2022.08.26,01,,0.010,,0.07,0.04,0.000,,0.006
2022.08.26,07,0.11,0.013,2.4,0.10,0.05,0.001,0.01,0.005
2022.08.26,13,,0.022,,0.14,0.08,0.001,,0.019
2022.08.26,19,0.08,0.017,2.6,0.20,0.12,0.001,0.01,0.015
2022.08.25,01,,0.007,,0.08,0.04,0.000,,0.003
2022.08.25,07,0.07,0.012,0.9,0.10,0.05,0.001,0.01,0.007
2022.08.25,13,,0.024,,0.13,0.07,0.002,,0.016
2022.08.25,19,0.08,0.019,2.0,0.18,0.11,0.001,0.02,0.013
2022.08.24,01,,0.012,,0.07,0.04,0.001,,0.004
2022.08.24,07,0.15,0.021,1.4,0.08,0.05,0.001,0.01,0.008
2022.08.24,13,,0.018,,0.14,0.08,0.001,,0.015
2022.08.24,19,0.08,0.017,1.6,0.17,0.11,0.001,0.02,0.013
2022.08.23,01,,0.008,,0.06,0.03,0.000,,0.005
2022.08.23,07,0.11,0.013,1.2,0.07,0.04,0.001,0.01,0.009
2022.08.23,13,,0.017,,0.12,0.07,0.002,,0.018
2022.08.23,19,0.11,0.027,1.9,0.14,0.08,0.001,0.02,0.014
