Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
16.11.2020,1,,0.047,,,0.002
16.11.2020,7,0.07,,0.6,0.07,0.002
16.11.2020,13,,0.132,,,0.005
16.11.2020,19,0.07,,0.9,0.19,0.003
17.11.2020,1,,0.041,,,0.001
17.11.2020,7,0.07,,0.7,0.17,0.002
17.11.2020,13,,0.137,,,0.005
17.11.2020,19,0.07,,1.0,0.31,0.003
18.11.2020,1,,0.038,,,0.002
18.11.2020,7,0.07,,0.5,0.07,0.003
18.11.2020,13,,0.16,,,0.008
18.11.2020,19,0.07,,0.7,0.09,0.006
19.11.2020,1,,0.043,,,0.000
19.11.2020,7,0.07,,0.5,0.08,0.002
