Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
26.10.2020,1,,0.039,,,0.001
26.10.2020,7,0.07,,0.6,0.04,0.002
26.10.2020,13,,0.166,,,0.005
26.10.2020,19,0.07,,0.9,0.11,0.003
27.10.2020,1,,0.044,,,0.002
27.10.2020,7,0.07,,0.5,0.06,0.004
27.10.2020,13,,0.127,,,0.006
27.10.2020,19,0.07,,0.6,0.13,0.005
28.10.2020,1,,0.070,,,0.003
28.10.2020,7,0.07,,0.7,0.05,0.005
28.10.2020,13,,0.214,,,0.007
28.10.2020,19,0.07,,1.0,0.11,0.004
29.10.2020,1,,0.085,,,0.002
29.10.2020,7,0.07,,0.5,0.06,0.005
