Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
26.11.2020,1,,0.037,,,0.002
26.11.2020,7,0.07,,0.6,0.09,0.004
26.11.2020,13,,0.152,,,0.006
26.11.2020,19,0.068,,1.3,0.13,0.003
27.11.2020,1,,0.048,,,0.001
27.11.2020,7,0.07,,0.8,0.03,0.002
27.11.2020,13,,0.133,,,0.005
27.11.2020,19,0.07,,1.3,0.08,0.004
28.11.2020,1,,0.060,,,0.002
28.11.2020,7,0.07,,0.8,0.06,0.003
28.11.2020,13,,0.155,,,0.007
28.11.2020,19,0.07,,1.1,0.11,0.005
30.11.2020,1,,0.046,,,0.000
30.11.2020,7,0.07,,0.7,0.05,0.003
