Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
23.05.2022,1,,0.013,,0.01,0.000
23.05.2022,7,0.07,0.016,0.3,0.01,0.001
23.05.2022,13,,0.021,,0.02,0.004
23.05.2022,19,0.07,0.018,0.5,0.03,0.003
24.05.2022,1,,0.010,,0.01,0.001
24.05.2022,7,0.07,0.018,0.5,0.02,0.002
24.05.2022,13,,0.023,,0.02,0.004
24.05.2020,19,0.11,0.020,0.6,0.04,0.003
25.05.2022,1,,0.013,,0.01,0.002
25.05.2020,7,0.07,0.016,0.4,0.01,0.005
25.05.2022,13,,0.023,,0.02,0.006
25.05.2022,19,0.07,0.020,0.5,0.03,0.003
26.05.2022,1,,0.015,,0.00,0.000
26.05.2022,7,0.07,0.016,0.2,0.01,0.001
