Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
26.11.2020,1,,0.011,,0.01,0.001
26.11.2020,7,0.07,0.012,0.3,0.02,0.004
26.11.2020,13,,0.022,,0.03,0.005
26.11.2020,19,0.07,0.017,0.5,0.03,0.003
27.11.2020,1,,0.014,,0.00,0.000
27.11.2020,7,0.07,0.017,0.4,0.01,0.002
27.11.2020,13,,0.025,,0.02,0.005
27.11.2020,19,0.07,0.029,0.5,0.03,0.004
28.11.2020,1,,0.011,,0.00,0.001
28.11.2020,7,0.07,0.012,0.3,0.01,0.002
28.11.2020,13,,0.019,,0.02,0.004
28.11.2020,19,0.07,0.026,0.4,0.01,0.003
30.11.2020,1,,0.012,,0.01,0.000
30.11.2020,7,0.07,0.015,0.3,0.01,0.001
