Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
19.08.2021,1,,0.000,,0.01,0.000
19.08.2021,7,0.07,0.005,0.2,0.02,0.002
19.08.2021,13,,0.012,,0.03,0.006
19.08.2021,19,0.07,0.007,1.0,0.04,0.004
20.08.2021,1,,0.002,,0.01,0.000
20.08.2021,7,0.07,0.005,0.5,0.02,0.002
20.08.2021,13,,0.013,,0.02,0.006
20.08.2021,19,0.07,0.008,0.6,0.04,0.004
21.08.2021,1,,0.002,,0.01,0.001
21.08.2021,7,0.07,0.007,0.2,0.02,0.003
21.08.2021,13,,0.010,,0.01,0.005
21.08.2021,19,0.07,0.007,0.4,0.02,0.003
23.08.2021,13,,0.002,,0.01,0.002
23.08.2021,7,0.07,0.008,0.1,0.01,0.004
23.08.2021,13,,0.010,,0.02,0.007
23.08.2021,19,0.07,0.007,0.2,0.03,0.005
25.08.2021,1,,0.000,,0.00,0.000
25.08.2021,7,0.07,0.003,0.1,0.01,0.002
25.08.2021,13,,0.008,,0.02,0.003
25.08.2021,19,0.07,0.007,0.7,0.02,0.003
26.08.2021,1,,0.000,,0.00,0.000
26.08.2021,7,0.07,0.005,0.1,0.01,0.001
