Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.08.13,01,,0.005,,0.10,0.000,,0.003
2021.08.13,07,0.18,,1.5,,0.001,0.038,0.007
2021.08.13,13,,,,,,,
2021.08.13,19,,,,,,,
2021.08.12,01,,0.007,,0.12,0.000,,0.004
2021.08.12,07,0.14,,1.6,,0.001,0.042,0.006
2021.08.12,13,,0.022,,0.20,0.002,,0.017
2021.08.12,19,0.19,,2.6,,0.002,0.096,0.015
2021.08.11,01,,0.01,,0.12,0.000,,0.005
2021.08.11,07,0.18,,2.0,,0.001,0.054,0.007
2021.08.11,13,,0.024,,0.25,0.002,,0.020
2021.08.11,19,0.19,,2.9,,0.002,0.127,0.017
2021.08.10,01,,0.050,,0.13,0.000,,0.004
2021.08.10,07,0.14,,1.9,,0.001,0.044,0.009
2021.08.10,13,,0.023,,0.28,0.002,,0.018
2021.08.10,19,0.19,,2.9,,0.001,0.119,0.015
2021.08.09,01,,0.005,,0.09,0.000,,0.005
2021.08.09,07,0.18,,2.3,,0.001,0.050,0.007
2021.08.09,13,,0.020,,0.26,0.002,,0.019
2021.08.09,19,0.15,,2.9,,0.001,0.114,0.014
2021.08.07,01,,0.005,,0.08,0.000,,0.004
2021.08.07,07,0.18,,2.0,,0.001,0.038,0.006
2021.08.07,13,,0.018,,0.22,0.001,,0.016
2021.08.07,19,0.18,,2.7,,0.002,0.083,0.013
