Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
21.04.2022,1,,0.014,,0.01,0.000
21.04.2022,7,0.07,0.019,1.1,0.01,0.002
21.04.2022,13,,0.027,,0.02,0.003
21.04.2022,19,0.07,0.022,1.4,0.03,0.002
22.04.2022,1,,0.013,,0.03,0.000
22.04.2022,7,0.07,0.020,1.5,0.01,0.001
22.04.2022,13,,0.028,,0.02,0.002
22.04.2022,19,0.07,0.023,0.9,0.02,0.000
23.04.2022,1,,0.017,,0.01,0.000
23.04.2022,7,0.07,0.021,0.7,0.01,0.002
23.04.2022,13,,0.026,,0.02,0.003
23.04.2022,19,0.07,0.023,0.9,0.03,0.001
25.04.2022,1,,0.014,,0.00,0.001
25.04.2022,7,0.07,0.019,1.2,0.08,0.000
