Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
27.09.2021,1,,0.002,,0.00,0.001
27.09.2021,7,0.07,0.006,0.2,0.01,0.002
27.09.2021,13,,0.010,,0.01,0.004
27.09.2021,19,0.07,0.008,0.5,0.01,0.001
28.09.2021,1,,0.000,,0.01,0.001
28.09.2021,7,0.07,0.005,0.2,0.01,0.002
28.09.2021,13,,0.009,,0.02,0.000
28.09.2021,19,0.07,0.006,0.5,0.02,0.005
29.09.2021,1,,0.002,,0.00,0.002
29.09.2021,7,0.07,0.003,0.3,0.01,0.003
29.09.2021,13,,0.005,,0.02,0.001
29.09.2021,19,0.07,0.005,0.5,0.01,0.002
30.09.2021,1,,0.002,,0.00,0.000
30.09.2021,7,0.07,0.003,0.2,0.00,0.001
