Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.11.03,01,,0.011,,0.07,0.04,0.001,,0.002
2021.11.03,07,0.07,0.014,1.3,0.10,0.06,0.001,0.01,0.004
2021.11.03,13,,,,,,,,
2021.11.03,19,,,,,,,,
2021.11.02,01,,0.012,,0.07,0.05,0.000,,0.002
2021.11.02,07,0.07,0.019,1.7,0.11,0.06,0.001,0.01,0.005
2021.11.02,13,,0.016,,0.17,0.10,0.002,,0.010
2021.11.02,19,0.11,0.022,1.7,0.25,0.13,0.001,0.01,0.008
2021.11.01,01,,0.011,,0.08,0.05,0.000,,0.002
2021.11.01,07,0.07,0.015,1.7,0.10,0.05,0.001,0.01,0.005
2021.11.01,13,,0.021,,0.18,0.11,0.001,,0.012
2021.11.01,19,0.11,0.025,2.2,0.31,0.16,0.001,0.01,0.010
2021.10.30,01,,0.014,,0.08,0.05,0.000,,0.002
2021.10.30,07,0.07,0.017,1.2,0.09,0.05,0.001,0.01,0.003
2021.10.30,13,,0.020,,0.14,0.09,0.001,,0.009
2021.10.30,19,0.10,0.024,1.5,0.20,0.12,0.001,0.01,0.007
2021.10.29,01,,0.008,,0.09,0.05,0.001,,0.002
2021.10.29,07,0.07,0.019,1.4,0.10,0.06,0.001,0.01,0.004
2021.10.29,13,,0.016,,0.17,0.10,0.001,,0.011
2021.10.29,19,0.11,0.022,2.1,0.20,0.12,0.001,0.01,0.009
2021.10.28,01,,0.011,,0.07,0.04,0.000,,0.002
2021.10.28,07,0.11,0.017,1.5,0.09,0.05,0.001,0.01,0.003
2021.10.28,13,,0.020,,0.19,0.11,0.001,,0.011
2021.10.28,19,0.11,0.027,2.1,0.23,0.14,0.001,0.02,0.008
