Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
30.09.2021,1,,0.002,,,0.002
30.09.2021,7,0.07,,1.3,0.06,0.003
30.09.2021,13,,0.011,,,0.007
30.09.2021,19,0.07,,1.8,0.14,0.009
01.10.2021,1,,0.002,,,0.000
01.10.2021,7,0.07,,2.1,0.05,0.002
01.10.2021,13,,0.011,,,0.005
01.10.2021,19,0.07,,2.8,0.08,0.008
02.10.2021,1,,0.002,,,0.002
02.10.2021,7,0.07,,1.3,0.04,0.003
02.10.2021,13,,0.014,,,0.006
02.10.2021,19,0.07,,2.5,0.14,0.005
04.10.2021,1,,0.002,,,0.000
04.10.221,7,0.07,,1.4,0.05,0.002
