Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
18.04.2022,1,,0.015,,,0.002
18.04.2022,7,0.07,,1.2,0.09,0.003
18.04.2022,13,,0.025,,,0.005
18.04.2022,19,0.07,,1.5,0.14,0.007
19.04.2022,1,,0.019,,,0.000
19.04.2022,7,0.07,,1.0,0.05,0.002
19.04.2022,13,,0.030,,,0.004
19.04.2022,19,0.07,,1.4,0.16,0.006
20.04.2022,1,,0.019,,,0.001
20.04.2022,7,0.07,,1.2,0.07,0.000
20.04.2022,13,,0.030,,,0.003
20.04.2022,19,0.07,,1.7,0.33,0.005
21.04.2022,1,,0.017,,,0.001
21.04.2022,7,0.07,,1.3,0.07,0.002
