Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.03.17,01,,0.070,,0.10,0.000,,0.004
2021.03.17,07,0.17,,1.0,,0.001,0.062,0.007
2021.03.17,13,,,,,,,
2021.03.17,19,,,,,,,
2021.03.16,01,,0.074,,0.13,0.000,,0.003
2021.03.16,07,0.17,,1.8,,0.001,0.053,0.005
2021.03.16,13,,0.220,,0.24,0.001,,0.010
2021.03.16,19,0.18,,1.5,,0.001,0.097,0.007
2021.03.15,01,,0.078,,0.11,0.000,,0.004
2021.03.15,07,0.17,,2.1,,0.001,0.061,0.006
2021.03.15,13,,0.188,,0.26,0.001,,0.008
2021.03.15,19,0.17,,1.5,,0.001,0.112,0.005
2021.03.13,01,,0.075,,0.14,0.004,,0.003
2021.03.13,07,0.17,,1.3,,0.001,0.051,0.006
2021.03.13,13,,0.203,,0.24,0.001,,0.010
2021.03.13,19,0.17,,1.7,,0.001,0.088,0.009
2021.03.12,01,,0.084,,0.12,0.000,,0.002
2021.03.12,07,0.17,,1.5,,0.001,0.058,0.004
2021.03.12,13,,0.208,,0.25,0.001,,0.008
2021.03.12,19,0.17,,1.8,,0.001,0.102,0.006
2021.03.11,01,,0.088,,0.13,0.000,,0.003
2021.03.11,07,0.17,,1.7,,0.001,0.071,0.005
2021.03.11,13,,0.223,,0.22,0.001,,0.008
2021.03.11,19,0.17,,2.4,,0.001,0.119,0.005
