Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
02.05.2022,1,,0.009,,0.01,0.001
02.05.2022,7,0.07,0.016,0.9,0.02,0.002
02.05.2022,13,,0.026,,0.03,0.005
02.05.2022,19,0.07,0.023,1.1,0.04,0.002
03.05.2022,1,,0.013,,0.02,0.000
03.05.2022,7,0.07,0.019,0.8,0.03,0.001
03.05.2022,13,,0.015,,0.04,0.004
03.05.2022,19,0.07,0.021,1.0,0.04,0.002
04.05.2022,1,,0.010,,0.01,0.001
04.05.2022,7,0.07,0.015,0.8,0.02,0.002
04.05.2022,13,,0.021,,0.04,0.003
04.05.2022,19,0.07,0.018,0.9,0.05,0.000
05.05.2022,1,,0.008,,0.02,0.000
05.05.2022,7,0.07,0.016,0.7,0.00,0.001
