Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
30.08.2021,1,,0.002,,,0.002
30.08.2021,7,0.07,,0.1,0.04,0.003
30.08.2021,13,,0.015,,,0.009
30.08.2021,19,0.07,,0.9,0.17,0.008
31.08.2021,1,,0.002,,,0.002
31.08.2021,7,0.07,,0.8,0.07,0.004
31.08.2021,13,,0.015,,,0.010
31.08.2021,19,0.07,,1.1,0.15,0.007
01.09.2021,1,,0.002,,,0.002
01.09.2021,7,0.07,,0.7,0.05,0.006
01.09.2021,13,,0.015,,,0.011
01.09.2021,19,0.07,,1.0,0.17,0.007
02.09.2021,1,,0.002,,,0.001
02.09.2021,7,0.07,,1.1,0.07,0.002
