Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
09.09.2021,1,,0.003,,,0.002
09.09.2021,7,0.07,,0.7,0.04,0.003
09.09.2021,13,,0.016,,,0.011
09.09.2021,19,0.07,,1.2,0.13,0.008
10.09.2021,1,,0.003,,,0.002
10.09.2021,7,0.07,,0.9,0.05,0.004
10.09.2021,13,,0.015,,,0.012
10.09.2021,19,0.07,,2.2,0.15,0.010
11.09.2021,1,,0.003,,,0.002
11.09.2021,7,0.07,,1.1,0.07,0.005
11.09.2021,13,,0.015,,,0.012
11.09.2021,19,0.07,,1.5,0.17,0.009
13.09.2021,1,,0.003,,,0.002
13.09.2021,7,0.07,,0.9,0.06,0.005
