Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2020.11.27,01,,0.048,,0.11,0.000,,0.003
2020.11.27,07,0.17,,1.5,,0.001,0.023,0.005
2020.11.27,13,,,,,,,
2020.11.27,19,,,,,,,
2020.11.26,01,,0.056,,0.13,0.001,,0.002
2020.11.26,07,0.17,,2.0,,0.002,0.032,0.005
2020.11.26,13,,0.145,,0.24,0.003,,0.009
2020.11.26,19,0.17,,2.0,,0.002,0.090,0.007
2020.11.25,01,,0.063,,0.11,0.001,,0.003
2020.11.25,07,0.14,,1.5,,0.001,0.021,0.006
2020.11.25,13,,0.171,,0.19,0.003,,0.010
2020.11.25,19,0.17,,2.5,,0.003,0.083,0.008
2020.11.24,01,,0.056,,0.09,0.001,,0.004
2020.11.24,07,0.17,,1.4,,0.001,0.025,0.006
2020.11.24,13,,0.198,,0.16,0.003,,0.011
2020.11.24,19,0.17,,2.1,,0.003,0.075,0.009
2020.11.23,01,,0.063,,0.10,0.001,,0.003
2020.11.23,07,0.17,,1.2,,0.001,0.030,0.006
2020.11.23,13,,0.176,,0.20,0.003,,0.012
2020.11.23,19,0.17,,2.4,,0.003,0.062,0.009
2020.11.21,01,,0.056,,0.12,0.000,,0.004
2020.11.21,07,0.17,,1.1,,0.001,0.018,0.006
2020.11.21,13,,0.158,,0.22,0.003,,0.011
2020.11.21,19,0.17,,1.4,,0.002,0.068,0.009
