Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.08.08,01,,0.003,,0.06,0.03,0.000,,0.002
2022.08.08,07,0.07,0.008,1.1,0.10,0.05,0.001,0.01,0.005
2022.08.08,13,,,,,,,,
2022.08.08,19,,,,,,,,
2022.08.06,01,,0.002,,0.07,0.03,0.000,,0.001
2022.08.06,07,0.07,0.008,0.7,0.09,0.05,0.001,0.01,0.007
2022.08.06,13,,0.010,,0.16,0.09,0.001,,0.015
2022.08.06,19,0.11,0.007,2.8,0.18,0.11,0.001,0.01,0.010
2022.08.05,01,,0.005,,0.05,0.03,0.000,,0.004
2022.08.05,07,0.11,0.010,1.3,0.06,0.03,0.000,0.01,0.007
2022.08.05,13,,0.013,,0.12,0.07,0.001,,0.014
2022.08.05,19,0.07,0.010,2.4,0.14,0.08,0.001,0.01,0.009
2022.08.04,01,,0.005,,0.06,0.03,0.000,,0.003
2022.08.04,07,0.07,0.010,1.3,0.07,0.04,0.001,0.00,0.004
2022.08.04,13,,0.015,,0.13,0.08,0.001,,0.013
2022.08.04,19,0.07,0.013,2.2,0.17,0.10,0.001,0.01,0.011
2022.08.03,01,,0.003,,0.07,0.03,0.000,,0.003
2022.08.03,07,0.07,0.009,0.5,0.08,0.05,0.001,0.00,0.005
2022.08.03,13,,0.013,,0.17,0.10,0.001,,0.015
2022.08.03,19,0.11,0.012,1.6,0.19,0.11,0.001,0.01,0.009
2022.08.02,01,,0.005,,0.05,0.03,0.000,,0.003
2022.08.02,07,0.07,0.012,0.5,0.08,0.04,0.000,0.01,0.007
2022.08.02,13,,0.013,,0.14,0.08,0.001,,0.016
2022.08.02,19,0.07,0.012,0.6,0.15,0.09,0.001,0.01,0.010
