Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
05.08.2021,1,,0.002,,0.01,0.002
05.08.2021,7,0.07,0.007,0.00,0.01,0.003
05.08.2021,13,,0.008,,0.02,0.005
05.08.2021,19,0.08,0.010,0.6,0.02,0.008
06.08.2021,1,,0.017,,0.00,0.002
06.08.2021,7,0.07,0.005,0.3,0.01,0.003
06.08.2021,13,,0.008,,0.02,0.005
06.08.2021,19,0.07,0.007,0.6,0.03,0.004
07.08.2021,1,,0.002,,0.01,0.001
07.08.2021,7,0.07,0.005,0.3,0.01,0.003
07.08.2021,13,,0.010,,0.02,0.006
07.08.2021,19,0.07,0.007,0.4,0.2,0.003
09.08.2021,1,,0.002,,0.01,0.002
09.08.2021,7,0.07,0.005,0.5,0.01,0.004
