Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.01.16,01,,,,,,,,
2021.01.16,07,,,0.9,,,,,
2021.01.16,13,,,,,,,,
2021.01.16,19,,,,,,,,
2021.01.15,01,,,,,,,,
2021.01.15,07,,,1.1,,,,,
2021.01.15,13,,,,,,,,
2021.01.15,19,,,1.4,,,,,
2021.01.14,01,,,,,,,,
2021.01.14,07,,,0.9,,,,,
2021.01.14,13,,,,,,,,
2021.01.14,19,,,2.0,,,,,
2021.01.13,01,,,,,,,,
2021.01.13,07,,,0.9,,,,,
2021.01.13,13,,,,,,,,
2021.01.13,19,,,1.5,,,,,
2021.01.12,01,,,,,,,,
2021.01.12,07,,,1.6,,,,,
2021.01.12,13,,,,,,,,
2021.01.12,19,,,1.8,,,,,
2021.01.11,01,,0.051,,0.07,0.04,0.000,,0.002
2021.01.11,07,0.07,0.062,1.0,0.11,0.06,0.000,0.01,0.004
2021.01.11,13,,0.136,,0.16,0.10,0.002,,0.007
2021.01.11,19,0.07,0.187,2.1,0.21,0.13,0.002,0.01,0.005
