Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
11.08.2022,1,,0.000,,0.01,0.000
11.08.2022,7,0.07,0.00,0.3,0.01,0.001
11.08.2022,13,,0.008,,0.01,0.005
11.08.2022,19,0.07,0.005,0.5,0.02,0.003
12.08.2022,1,,0.000,,0.00,0.001
12.08.2022,7,0.07,0.005,0.3,0.00,0.003
12.08.2022,13,,0.010,,0.02,0.004
12.08.2022,19,0.07,0.007,0.4,0.02,0.002
13.08.2022,1,,0.000,,0.00,0.002
13.08.2022,7,0.07,0.003,0.3,0.01,0.005
13.08.2022,13,,0.007,,0.02,0.010
13.08.2022,19,0.07,0.003,0.5,0.01,0.006
15.08.2022,1,,0.002,,0.01,0.001
15.08.2022,7,0.07,0.005,0.3,0.00,0.004
