Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2020.10.30,01,,0.046,,0.08,0.001,,0.004
2020.10.30,07,0.18,,2,,0.001,0.017,0.007
2020.10.30,13,,,,,,,
2020.10.30,19,,,,,,,
2020.10.29,01,,0.106,,0.14,0.001,,0.003
2020.10.29,07,0.17,,1.6,,0.002,0.034,0.006
2020.10.29,13,,0.068,,0.19,0.003,,0.012
2020.10.29,19,0.18,,2.6,,0.002,0.052,0.010
2020.10.28,01,,0.061,,0.10,0.001,,0.004
2020.10.28,07,0.18,,1.3,,0.002,0.017,0.005
2020.10.28,13,,0.212,,0.23,0.003,,0.011
2020.10.28,19,0.18,,2.6,,0.003,0.080,0.009
2020.10.27,01,,0.071,,0.11,0.001,,0.003
2020.10.27,07,0.17,,1.5,,0.002,0.032,0.005
2020.10.27,13,,0.157,,0.21,0.003,,0.008
2020.10.27,19,0.18,,1.6,,0.002,0.071,0.006
2020.10.26,01,,0.058,,0.14,0.001,,0.002
2020.10.26,07,0.17,,0.9,,0.001,0.019,0.006
2020.10.26,13,,0.202,,0.25,0.003,,0.009
2020.10.26,19,0.18,,2.8,,0.02,0.057,0.007
