Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2020.11.16,01,,0.064,,0.11,0.001,,0.002
2020.11.16,07,0.17,,0.9,,0.001,0.033,0.005
2020.11.16,13,,,,,,,
2020.11.16,19,,,,,,,
2020.11.14,01,,0.053,,0.09,0.001,,0.002
2020.11.14,07,0.17,,1.4,,0.001,0.026,0.005
2020.11.14,13,,0.149,,0.16,0.003,,0.010
2020.11.14,19,0.17,,2.6,,0.003,0.086,0.007
2020.11.13,01,,0.058,,0.11,0.001,,0.002
2020.11.13,07,0.17,,1.0,,0.001,0.033,0.006
2020.11.13,13,,0.181,,0.18,0.003,,0.009
2020.11.13,19,0.17,,2.1,,0.002,0.092,0.008
2020.11.12,01,,0.067,,0.13,0.001,,0.002
2020.11.12,07,0.17,,1.9,,0.001,0.024,0.005
2020.11.12,13,,0.155,,0.25,0.003,,0.011
2020.11.12,19,0.17,,1.8,,0.003,0.066,0.009
2020.11.11,01,,0.059,,0.11,0.001,,0.002
2020.11.11,07,0.17,,1.5,,0.001,0.019,0.005
2020.11.11,13,,0.176,,0.19,0.003,,0.010
2020.11.11,19,0.17,,2.5,,0.002,0.074,0.008
2020.11.10,01,,0.064,,0.14,0.000,,0.003
2020.11.10,07,0.17,,0.9,,0.001,0.030,0.006
2020.11.10,13,,0.153,,0.23,0.003,,0.012
2020.11.10,19,0.17,,1.8,,0.003,0.070,0.009
2020.11.09,01,,0.061,,0.12,0.001,,0.002
2020.11.09,07,0.17,,1.3,,0.001,0.032,0.005
2020.11.09,13,,0.181,,0.27,0.003,,0.010
2020.11.09,19,0.17,,1.4,,0.002,0.088,0.008
