Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
22.08.2022,1,,0.003,,,0.002
22.08.2022,7,0.07,,0.8,0.05,0.005
22.08.2022,13,,0.012,,,0.010
22.08.2022,19,0.07,,1.2,0.08,0.014
23.08.2022,1,,0.007,,,0.003
23.08.2022,7,0.07,,0.9,0.08,0.004
23.08.2022,13,,0.015,,,0.013
23.08.2022,19,0.07,,0.7,0.10,0.016
24.08.2022,1,,0.005,,,0.002
24.08.2022,7,0.07,,0.8,0.05,0.005
24.08.2022,13,,0.012,,,0.010
24.08.2022,19,0.07,,1.2,0.08,0.014
25.08.2022,1,,0.007,,,0.003
25.01.2022,7,0.07,,0.9,0.08,0.004
