Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2022.05.23,01,,0.019,,0.09,0.05,0.000,,0.002
2022.05.23,07,0.07,0.024,1.8,0.10,0.06,0.001,001,0.006
2022.05.23,13,,,,,,,,
2022.05.23,19,,,,,,,,
2022.05.21,01,,0.018,,0.08,0.04,0.000,,0.004
2022.05.21,07,0.07,0.026,1.6,0.10,0.05,0.010,0.01,0.007
2022.05.21,13,,0.030,,0.16,0.10,0.001,,0.013
2022.05.21,19,0.11,0.027,2.7,0.21,0.13,0.000,0.01,0.012
2022.05.20,01,,0.019,,0.09,0.05,0.000,,0.003
2022.05.20,07,0.07,0.027,0.9,0.12,0.07,0.001,0.01,0.006
2022.05.20,13,,0.030,,0.16,0.10,0.001,,0.012
2022.05.20,19,0.07,0.029,2.0,0.20,0.12,0.001,0.01,0.010
2022.05.19,01,,0.020,,0.08,0.04,0.000,,0.004
2022.05.19,07,0.07,0.028,1.2,0.11,0.06,0.001,0.01,0.007
2022.05.19,13,,0.036,,0.19,0.12,0.001,,0.011
2022.05.19,19,0.07,0.032,1.4,0.22,0.14,0.001,0.01,0.009
2022.05.18,01,,0.021,,0.08,0.04,0.000,,0.002
2022.05.18,07,0.07,0.027,2.2,0.11,0.06,0.001,0.01,0.004
2022.05.18,13,,0.039,,0.16,0.10,0.001,,0.005
2022.05.18,19,0.11,0.036,1.3,0.20,0.12,0.001,0.01,0.006
2022.05.17,01,,0.017,,0.09,0.05,0.000,,0.001
2022.05.17,07,0.11,0.024,1.2,0.10,0.06,0.001,0.01,0.002
2022.05.17,13,,0.041,,0.15,0.09,0.001,,0.010
2022.05.17,19,0.07,0.039,2.3,0.20,0.12,0.001,0.01,0.006
