Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
07.06.2021,1,,0.002,,0.01,0.000
07.06.2021,7,0.07,0.005,0.2,0.01,0.002
07.06.2021,13,,0.008,,0.02,0.006
07.06.2021,19,0.07,0.007,0.5,0.03,0.002
08.06.2021,1,,0.002,,0.01,0.002
08.06.2021,7,0.07,0.005,0.5,0.02,0.004
08.06.2021,13,,0.007,,0.01,0.007
08.06.2021,19,0.07,0.007,0.6,0.01,0.005
09.06.2021,1,,0.002,,0.00,0.002
09.06.2021,7,0.07,0.007,0.5,0.01,0.003
09.06.2021,13,,0.010,,0.02,0.006
09.06.2021,19,0.07,0.013,0.5,0.02,0.004
10.06.2021,1,,0.005,,0.01,0.002
10.06.2021,7,0.07,0.008,0.3,0.01,0.004
10.06.2021,13,,0.010,,0.02,0.006
10.06.2021,19,0.07,0.008,0.5,0.03,0.003
11.06.2021,1,,0.002,,0.01,0.001
11.06.2021,7,0.07,0.007,0.4,0.01,0.003
