Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Оксид азоту,Фтористий водень,Аміак,Формальдегід


2021.11.23,01,,0.014,,0.06,0.03,0.000,,0.002
2021.11.23,07,0.10,0.018,1.6,0.08,0.04,0.001,0.01,0.004
2021.11.23,13,,,,,,,,
2021.11.23,19,,,,,,,,
2021.11.22,01,,0.011,,0.06,0.03,0.000,,0.002
2021.11.22,07,0.11,0.014,2.1,0.09,0.05,0.001,0.01,0.006
2021.11.22,13,,0.019,,0.16,0.10,0.001,,0.011
2021.11.22,19,0.14,0.016,2.5,0.19,0.10,0.001,0.01,0.009
2021.11.20,01,,0.010,,0.06,0.04,0.001,,0.003
2021.11.20,07,0.11,0.016,1.5,0.09,0.05,0.001,0.00,0.006
2021.11.20,13,,0.021,,0.15,0.09,0.001,,0.012
2021.11.20,19,0.11,0.019,2.3,0.19,0.12,0.001,0.01,0.009
2021.11.19,01,,0.011,,0.07,0.04,0.000,,0.002
2021.11.19,07,0.07,0.015,1.1,0.09,0.05,0.001,0.01,0.005
2021.11.19,13,,0.021,,0.15,0.09,0.001,,0.012
2021.11.19,19,0.11,0.019,2.3,0.19,0.12,0.001,0.01,0.009
2021.11.18,01,,0.012,,0.06,0.04,0.000,,0.002
2021.11.18,07,0.10,0.017,1.4,0.08,0.05,0.000,0.01,0.003
2021.11.18,13,,0.020,,0.16,0.10,0.001,,0.011
2021.11.18,19,0.07,0.025,1.9,0.20,0.12,0.001,0.01,0.009
2021.11.17,01,,0.006,,0.07,0.04,0.000,,0.002
2021.11.17,07,0.07,0.014,1.4,0.09,0.05,0.001,0.01,0.005
2021.11.17,13,,0.023,,0.21,0.13,0.001,,0.009
2021.11.17,19,0.10,0.020,2.3,0.22,0.14,0.001,0.01,0.007
