Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
26.05.2022,1,,0.016,,,0.001
26.05.2022,7,0.07,,1.1,0.10,0.003
26.05.2022,13,,0.028,,,0.010
26.05.2022,19,0.07,,1.6,0.07,0.008
27.05.2022,1,,0.013,,,0.002
27.05.2022,7,0.07,,1.4,0.05,0.004
27.05.2022,13,,0.025,,,0.011
27.05.2022,19,0.07,,1.7,0.08,0.009
28.05.2022,1,,0.016,,,0.002
28.05.2022,7,0.07,,1.4,0.04,0.004
28.05.2022,13,,0.026,,,0.011
28.05.2022,19,0.07,,1.5,0.07,0.009
30.05.2022,1,,0.015,,,0.001
30.05.2022,7,0.07,,1.4,0.01,0.003
