Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
05.05.2022,1,,0.013,,,0.001
05.05.2022,7,0.07,,0.9,0.11,0.003
05.05.2022,13,,0.025,,,0.007
05.05.2022,19,0.07,,1.1,0.16,0.006
06.05.2022,1,,0.014,,,0.002
06.05.2022,7,0.07,,1.4,0.06,0.004
06.05.2022,13,,0.026,,,0.008
06.05.2022,19,0.07,,2.0,0.15,0.005
07.05.2022,1,,0.016,,,0.001
07.05.2022,7,0.07,,1.0,0.04,0.002
07.05.2022,13,,0.029,,,0.007
07.05.2022,19,0.07,,0.9,0.11,0.004
09.05.2022,1,,0.015,,,0.002
09.05.2022,7,0.07,,0.9,0.09,0.003
