Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
16.08.2021,1,,0.003,,,0.002
16.08.2021,7,0.07,,1.1,0.10,0.006
16.08.2021,13,,0.019,,,0.012
16.08.2021,19,0.08,,1.2,0.22,0.009
17.08.2021,1,,0.003,,,0.003
17.08.201,7,0.07,,1.1,0.09,0.004
17.08.2021,13,,0.015,,,0.010
17.08.2021,19,0.08,,1.5,0.16,0.009
18.08.2021,1,,0.003,,,0.001
18.08.2021,7,0.07,,1.1,0.06,0.003
18.08.2021,13,,0.016,,,0.007
18.08.2021,19,0.07,,1.0,0.17,0.006
19.01.2021,1,,0.002,,,0.002
19.08.2021,7,0.07,,0.9,0.07,0.005
