Дата,Строк відбору,Завислі речовини,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Фтористий водень,Хлористий водень,Формальдегід


2021.01.16,01,,0.080,,0.00,0.000,,0.002
2021.01.16,07,0.17,,0.9,,0.000,0.019,0.002
2021.01.16,13,,,,,,,
2021.01.16,19,,,,,,,
2021.01.15,01,,0.068,,0.13,0.000,,0.008
2021.01.15,07,0.17,,1.1,,0.001,0.029,0.003
2021.01.15,13,,0.244,,0.21,0.002,,0.007
2021.01.15,19,0.17,,1.5,,0.001,0.087,0.006
2021.01.14,01,,0.095,,0.09,0.000,,0.002
2021.01.14,07,0.17,,1.0,,0.001,0.036,0.005
2021.01.14,13,,0.210,,0.23,0.002,,0.010
2021.01.14,19,0.17,,1.6,,0.002,0.103,0.008
2021.01.13,01,,0.082,,0.10,0.000,,0.002
2021.01.13,07,0.17,,0.9,,0.001,0.025,0.006
2021.01.13,13,,0.249,,0.19,0.002,,0.008
2021.01.13,19,0.17,,1.5,,0.002,0.076,0.007
2021.01.12,01,,0.088,,0.16,0.000,,0.002
2021.01.12,07,0.17,,1.8,,0.001,0.038,0.004
2021.01.12,13,,0.207,,0.23,0.002,,0.009
2021.01.12,19,0.17,,1.6,,0.002,0.098,0.009
2021.01.11,01,,0.082,,0.12,0.000,,0.002
2021.01.11,07,0.17,,0.9,,0.001,0.017,0.005
2021.01.11,13,,0.212,,0.27,0.003,,0.010
2021.01.11,19,0.17,,2.0,,0.002,0.092,0.008
