Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
02.05.2022,1,,0.014,,,0.002
02.05.2022,7,0.07,,1.2,0.08,0.003
02.05.2022,13,,0.025,,,0.006
02.05.2022,19,0.07,,1.2,0.15,0.004
03.05.2022,1,,0.014,,,0.002
03.05.2022,7,0.07,,1.0,0.10,0.005
03.05.2022,13,,0.025,,,0.008
03.05.2022,19,0.07,,1.1,0.16,0.003
04.05.2022,1,,0.018,,,0.002
04.05.2022,7,0.07,,1.1,0.07,0.040
04.05.2022,13,,0.034,,,0.006
04.05.2022,19,0.07,,1.3,0.13,0.002
05.05.2022,1,,0.013,,,0.001
05.05.2022,7,0.07,,0.9,0.11,0.003
