Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
22.07.2021,1,,0.002,,0.01,0.000
22.07.2021,7,0.07,0.007,0.5,0.01,0.001
22.07.2021,13,,0.010,,0.02,0.004
22.07.2021,19,0.07,0.008,0.6,0.03,0.003
23.07.2021,1,,0.002,,0.01,0.001
23.07.2021,7,0.07,0.005,0.4,0.01,0.002
23.07.2021,13,,0.010,,0.02,0.005
23.07.2021,19,0.07,0.008,0.3,0.03,0.003
24.07.2021,1,,0.002,,0.01,0.002
24.07.2021,7,0.07,0.005,0.4,0.01,0.004
24.07.2021,13,,0.007,,0.02,0.007
24.07.2021,19,0.07,0.007,0.4,0.03,0.006
26.07.2021,1,,0.002,,0.01,0.002
26.07.2021,7,0.07,0.005,0.4,0.01,0.004
26.07.2021,13,,0.011,,0.02,0.008
26.07.2021,19,0.07,0.008,0.6,0.03,0.006
27.07.2021,1,,0.002,,0.00,0.002
27.07.2021,7,0.08,0.007,0.5,0.01,0.004
