Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
18.08.2022,1,,0.003,,,0.002
18.08.2022,7,0.07,,1.4,0.02,0.005
18.08.2022,13,,0.008,,,0.010
18.08.2022,19,0.07,,1.6,0.05,0.013
19.08.2022,1,,0.007,,,0.003
19.08.2022,7,0.07,,1.5,0.03,0.004
19.08.2022,13,,0.012,,,0.011
19.08.2022,19,0.07,,1.7,0.07,0.013
20.08.2022,1,,0.005,,,0.003
20.08.2022,7,0.07,,1.0,0.05,0.005
20.08.2022,13,,0.015,,,0.012
20.08.2022,19,0.07,,1.7,0.09,0.015
22.08.2022,1,,0.003,,,0.002
22.08.2022,7,0.07,,0.8,0.05,0.005
