Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
06.09.2021,1,,0.000,,0.00,0.000
06.09.2021,7,0.07,0.005,0.9,0.01,0.002
06.09.2021,13,,0.010,,0.02,0.004
06.09.2021,19,0.07,0.006,0.5,0.02,0.003
07.09.2021,1,,0.000,,0.00,0.000
07.09.2021,7,0.07,0.005,0.3,0.01,0.001
07.09.2021,13,,0.010,,0.02,0.006
07.09.2021,19,0.07,0.008,0.7,0.02,0.003
08.09.2021,1,,0.002,,0.00,0.002
08.09.2021,7,0.07,0.005,0.3,0.01,0.004
08.09.2021,13,,0.010,,0.02,0.007
08.09.2021,19,0.07,0.065,0.6,0.03,0.005
09.09.2021,1,,0.002,,0.01,0.001
09.09.2021,7,0.07,0.007,0.4,0.01,0.002
09.09.2021,13,,0.010,,0.02,0.007
09.09.2021,19,0.07,0.008,0.8,0.02,0.006
10.09.2021,1,,0.000,,0.00,0.000
10.09.2021,7,0.07,0.010,0.4,0.01,0.002
