Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
20.06.2022,1,,0.003,,0.01,0.003
20.06.2022,7,0.07,0.008,0.5,0.01,0.005
20.06.2022,13,,0.019,,0.02,0.010
20.06.2022,19,0.08,0.015,0.6,0.04,0.007
21.06.2022,1,,0.005,,0.00,0.002
21.06.2022,7,0.07,0.010,0.6,0.01,0.006
21.06.2022,13,,0.015,,0.02,0.008
21.06.2022,19,0.07,0.007,0.5,0.02,0.003
22.06.2022,1,,0.002,,0.00,0.000
22.06.2022,7,0.07,0.005,0.2,0.01,0.001
22.06.2022,13,,0.010,,0.02,0.004
22.06.2022,19,0.11,0.007,0.5,0.02,0.003
23.06.2022,1,,0.002,,0.00,0.001
23.06.2022,7,0.07,0.003,0.3,0.01,0.002
23.06.2022,13,,0.008,,0.02,0.003
23.06.2022,19,0.07,0.007,0.5,0.02,0.003
24.06.2022,1,,0.000,,0.01,0.000
24.06.2022,7,0.07,0.002,0.3,0.01,0.001
