Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
17.01.2022,1,,0.009,,0.00,0.000
17.01.2022,7,0.07,0.016,0.2,0.01,0.002
17.01.2022,13,,0.016,,0.02,0.004
17.01.2022,19,0.07,0.013,0.2,0.01,0.003
18.01.2022,1,,0.010,,0.01,0.000
18.01.2022,7,0.07,0.014,0.2,0.01,0.001
18.01.2022,13,,0.020,,0.02,0.003
18.01.2022,19,0.07,0.016,0.2,0.02,0.002
19.01.2022,1,,0.009,,0.00,0.000
19.01.2022,7,0.07,0.014,0.1,0.01,0.001
19.01.2022,13,,0.017,,0.01,0.004
19.01.2022,19,0.07,0.016,0.4,0.02,0.003
20.01.2022,1,,0.008,,0.01,0.000
20.01.2022,7,0.07,0.012,0.2,0.01,0.002
