Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
01.08.2022,1,,0.000,,0.00,0.002
01.08.2022,7,0.07,0.003,0.4,0.01,0.005
01.08.2022,13,,0.010,,0.02,0.010
01.08.2022,19,0.08,0.007,0.5,0.01,0.007
02.08.2022,1,,0.002,,0.00,0.001
02.08.2022,7,0.07,0.005,0.4,0.00,0.003
02.08.2022,13,,0.007,,0.01,0.007
02.08.2022,19,0.07,0.005,0.2,0.02,0.003
03.08.2022,1,,0.000,,0.01,0.000
03.08.2022,7,0.07,0.003,0.1,0.08,0.002
03.08.2022,13,,0.007,,0.02,0.004
03.08.2022,19,0.07,0.005,0.4,0.02,0.003
04.08.2022,1,,0.000,,0.00,0.000
04.08.2022,7,0.07,0.003,0.4,0.00,0.001
04.08.2022,13,,0.008,,0.01,0.003
04.08.2022,19,0.07,0.007,0.5,0.02,0.002
05.08.2022,1,,0.002,,0.00,0.001
05.08.2022,7,0.07,0.005,0.4,0.01,0.002
