Дата,Строк відбору,Пил,Діоксид сірки,Оксид вуглецю,Діоксид азоту,Формальдегід
25.07.2022,1,,0.003,,,0.002
25.07.2022,7,0.07,,0.3,0.05,0.003
25.07.2022,13,,0.012,,,0.009
25.07.2022,19,0.07,,0.1,0.08,0.007
26.07.2022,1,,0.003,,,0.003
26.07.2022,7,0.07,,0.2,0.03,0.004
26.07.2022,13,,0.013,,,0.012
26.07.2022,19,0.07,,0.2,0.07,0.010
27.07.2022,1,,0.003,,,0.003
27.07.2022,7,0.07,,0.2,0.04,0.007
27.07.2022,13,,0.010,,,0.014
27.07.2022,19,0.07,,0.4,0.10,0.008
28.07.2022,1,,0.002,,,0.003
28.07.2022,7,0.07,,0.2,0.05,0.005
